user_id,active_date,active_month,active_day,total_steps,total_miles,tracker_miles,log_act_miles,very_act_mins,mod_act_mins,light_act_miles,sed_act_miles,very_act_mins.1,fair_act_min,light_act_min,sed_mins,calories,day_of_week
8253242879,2016-04-04,April,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429,Monday
8378563200,2016-04-04,April,Monday,13935,11.1,11.1,2.092147112,4.1,0.8,6.2,0.0,105,16,220,658,4234,Monday
8583815059,2016-04-04,April,Monday,3159,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0,0,147,1293,2462,Monday
8792009665,2016-04-04,April,Monday,3821,2.5,2.5,0.0,0.0,0.2,2.2,0.0,0,9,161,675,2229,Monday
8877689391,2016-04-04,April,Monday,20779,18.4,18.4,0.0,11.7,0.6,6.0,0.0,78,16,208,1138,3662,Monday
1503960366,2016-04-05,April,Tuesday,14844,9.7,9.7,0.0,2.9,0.8,6.0,0.0,36,18,341,736,2083,Tuesday
1624580081,2016-04-05,April,Tuesday,1335,0.9,0.9,0.0,0.0,0.0,0.9,0.0,0,0,74,1366,1308,Tuesday
1644430081,2016-04-05,April,Tuesday,9921,7.2,7.2,0.0,0.3,1.5,5.4,0.0,5,35,219,1181,3098,Tuesday
1844505072,2016-04-05,April,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,Tuesday
1927972279,2016-04-05,April,Tuesday,2234,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,108,912,2344,Tuesday
2022484408,2016-04-05,April,Tuesday,10805,7.6,7.6,0.0,0.7,1.0,5.9,0.0,36,37,298,1069,2735,Tuesday
2026352035,2016-04-05,April,Tuesday,5645,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0,0,248,621,1538,Tuesday
2320127002,2016-04-05,April,Tuesday,4931,3.3,3.3,0.0,0.0,0.0,3.3,0.0,0,0,175,1265,1708,Tuesday
2347167796,2016-04-05,April,Tuesday,10114,6.8,6.8,0.0,1.6,0.5,4.7,0.0,18,9,269,696,2096,Tuesday
2873212765,2016-04-05,April,Tuesday,8432,5.7,5.7,0.0,0.0,0.0,5.7,0.01,0,0,374,1066,1953,Tuesday
2891001357,2016-04-05,April,Tuesday,2063,1.6,0.0,1.609344006,0.0,0.0,1.6,0.0,0,0,630,99,1144,Tuesday
3372868164,2016-04-05,April,Tuesday,4460,3.0,3.0,0.0,0.0,0.0,3.0,0.029999999,0,0,248,1192,1787,Tuesday
3977333714,2016-04-05,April,Tuesday,12303,8.2,8.2,0.0,1.7,1.4,5.2,0.0,26,32,291,605,1649,Tuesday
4020332650,2016-04-05,April,Tuesday,6880,4.9,4.9,0.0,0.5,0.8,3.7,0.0,7,19,165,1249,2966,Tuesday
4057192912,2016-04-05,April,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1776,Tuesday
4319703577,2016-04-05,April,Tuesday,8359,5.6,5.6,0.0,0.2,0.5,4.9,0.0,3,14,311,638,2201,Tuesday
4388161847,2016-04-05,April,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,994,1296,Tuesday
4445114986,2016-04-05,April,Tuesday,4239,2.8,2.8,0.0,0.1,0.2,2.5,0.0,1,6,235,702,2217,Tuesday
4558609924,2016-04-05,April,Tuesday,6799,4.5,4.5,0.0,1.6,0.9,2.0,0.0,24,14,185,1217,1876,Tuesday
4702921684,2016-04-05,April,Tuesday,6670,5.4,5.4,0.0,1.2,0.8,3.4,0.0,15,16,199,770,2848,Tuesday
5553957443,2016-04-05,April,Tuesday,11306,7.4,7.4,0.0,2.3,1.0,4.1,0.0,40,26,218,772,2086,Tuesday
5577150313,2016-04-05,April,Tuesday,8964,6.7,6.7,0.0,4.0,0.2,2.5,0.0,107,18,145,756,3597,Tuesday
6117666160,2016-04-05,April,Tuesday,9910,7.5,7.5,0.0,0.0,0.0,7.5,0.0,0,0,384,990,2445,Tuesday
6290855005,2016-04-05,April,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060,Tuesday
6391747486,2016-04-05,April,Tuesday,9766,7.5,0.8,6.72705698,0.0,0.1,7.5,0.0,0,6,301,1133,2442,Tuesday
6775888955,2016-04-05,April,Tuesday,9348,6.7,6.7,0.0,1.1,2.0,3.1,0.0,56,133,240,1011,4286,Tuesday
6962181067,2016-04-05,April,Tuesday,12010,7.9,7.9,0.0,2.4,0.9,4.6,0.0,38,17,287,692,2158,Tuesday
7007744171,2016-04-05,April,Tuesday,12084,9.1,8.1,4.836380005,4.4,0.5,4.3,0.0,50,6,284,1030,2676,Tuesday
7086361926,2016-04-05,April,Tuesday,7478,5.0,5.0,0.0,1.8,0.5,2.6,0.029999999,25,33,132,1159,2439,Tuesday
8053475328,2016-04-05,April,Tuesday,17167,13.4,13.4,0.0,10.0,0.3,3.1,0.0,98,8,184,1150,3167,Tuesday
8253242879,2016-04-05,April,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1429,Tuesday
8378563200,2016-04-05,April,Tuesday,12846,10.2,10.2,2.253081083,5.0,0.8,4.4,0.0,113,15,189,686,4128,Tuesday
8583815059,2016-04-05,April,Tuesday,6835,5.3,5.3,0.0,0.4,0.7,4.2,0.0,5,15,212,1208,2786,Tuesday
8792009665,2016-04-05,April,Tuesday,2332,1.49000001,1.5,0.0,0.0,0.2,1.3,0.0,1,10,111,904,2100,Tuesday
8877689391,2016-04-05,April,Tuesday,10695,8.1,8.1,0.0,0.8,0.2,7.1,0.01,10,3,246,1181,2834,Tuesday
1503960366,2016-04-06,April,Wednesday,11974,7.7,7.7,0.0,2.0,0.5,5.2,0.0,27,12,228,1173,1861,Wednesday
1624580081,2016-04-06,April,Wednesday,1004,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0,0,55,1385,1276,Wednesday
1644430081,2016-04-06,April,Wednesday,8046,5.8,5.8,0.0,1.3,2.1,2.5,0.0,18,41,137,1244,2925,Wednesday
1844505072,2016-04-06,April,Wednesday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1349,Wednesday
1927972279,2016-04-06,April,Wednesday,1259,0.9,0.9,0.0,0.0,0.0,0.9,0.0,0,0,73,938,2202,Wednesday
2022484408,2016-04-06,April,Wednesday,15392,10.9,10.9,0.0,3.4,1.8,5.8,0.0,47,42,258,1093,2733,Wednesday
2026352035,2016-04-06,April,Wednesday,3180,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0,0,185,738,1421,Wednesday
2320127002,2016-04-06,April,Wednesday,6999,4.7,4.7,0.0,0.0,0.0,4.7,0.0,0,0,320,1120,1950,Wednesday
2347167796,2016-04-06,April,Wednesday,11107,7.3,7.3,0.0,0.9,2.8,3.7,0.0,14,46,196,759,2058,Wednesday
2873212765,2016-04-06,April,Wednesday,7350,4.9,4.9,0.0,0.0,0.0,4.9,0.0,0,0,382,1058,1910,Wednesday
3372868164,2016-04-06,April,Wednesday,6406,4.4,4.4,0.0,0.8,0.1,3.5,0.01,17,4,325,1094,2010,Wednesday
3977333714,2016-04-06,April,Wednesday,15425,10.3,10.3,0.0,1.6,1.8,6.9,0.0,24,45,331,614,1783,Wednesday
4020332650,2016-04-06,April,Wednesday,7476,5.4,5.4,0.0,0.0,0.0,5.3,0.0,0,0,263,920,3253,Wednesday
4057192912,2016-04-06,April,Wednesday,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1438,1780,Wednesday
4319703577,2016-04-06,April,Wednesday,10946,7.3,7.3,0.0,0.5,2.1,4.7,0.0,8,51,308,569,2341,Wednesday
4445114986,2016-04-06,April,Wednesday,6911,4.8,4.8,0.0,2.3,0.1,2.4,0.0,28,2,215,745,2374,Wednesday
4558609924,2016-04-06,April,Wednesday,5668,3.8,3.8,0.0,0.0,0.0,3.8,0.0,0,0,259,1181,1853,Wednesday
4702921684,2016-04-06,April,Wednesday,7605,6.2,6.2,0.0,0.3,0.2,5.6,0.0,4,4,248,708,2943,Wednesday
5553957443,2016-04-06,April,Wednesday,12252,8.0,8.0,0.0,2.4,1.7,3.9,0.0,33,28,229,745,2044,Wednesday
5577150313,2016-04-06,April,Wednesday,11080,8.3,8.3,0.0,3.1,1.4,3.8,0.0,83,52,190,695,3765,Wednesday
6117666160,2016-04-06,April,Wednesday,12409,9.4,9.4,0.0,0.0,0.0,9.4,0.0,0,0,491,388,2694,Wednesday
6290855005,2016-04-06,April,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060,Wednesday
6391747486,2016-04-06,April,Wednesday,165,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0,0,8,1432,1849,Wednesday
6775888955,2016-04-06,April,Wednesday,11761,8.4,8.4,0.0,1.3,2.4,4.7,0.0,24,99,300,550,3920,Wednesday
6962181067,2016-04-06,April,Wednesday,12480,8.9,8.3,3.97279501,4.2,0.7,4.0,0.0,55,14,276,593,2170,Wednesday
7007744171,2016-04-06,April,Wednesday,13513,10.3,9.1,4.835720062,5.3,0.3,4.6,0.0,64,8,270,1098,2811,Wednesday
7086361926,2016-04-06,April,Wednesday,7352,4.7,4.7,0.0,1.4,0.8,2.5,0.0,19,14,124,814,2233,Wednesday
8053475328,2016-04-06,April,Wednesday,16435,12.4,12.4,0.0,9.0,0.6,2.9,0.0,100,14,191,1135,3122,Wednesday
8253242879,2016-04-06,April,Wednesday,1931,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0,0,94,1346,1607,Wednesday
8378563200,2016-04-06,April,Wednesday,9124,7.2,7.2,2.092147112,0.0,0.3,7.0,0.0,55,6,230,728,3798,Wednesday
8583815059,2016-04-06,April,Wednesday,2098,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0,0,112,1328,2354,Wednesday
8792009665,2016-04-06,April,Wednesday,2121,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0,0,122,855,2114,Wednesday
8877689391,2016-04-06,April,Wednesday,24136,20.9,20.9,0.0,12.2,0.5,8.1,0.0,87,16,318,1019,4039,Wednesday
1503960366,2016-04-07,April,Thursday,10198,6.4,6.4,0.0,1.2,0.8,4.4,0.0,17,20,195,1208,1755,Thursday
1624580081,2016-04-07,April,Thursday,1111,0.7,0.7,0.0,0.0,0.0,0.7,0.0,0,0,54,1386,1278,Thursday
1644430081,2016-04-07,April,Thursday,11166,8.1,8.1,0.0,0.2,2.4,5.5,0.0,3,58,230,1149,3202,Thursday
1844505072,2016-04-07,April,Thursday,6344,4.2,4.2,0.0,0.0,0.0,4.2,0.0,0,0,290,1150,1965,Thursday
1927972279,2016-04-07,April,Thursday,768,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0,0,43,1397,2130,Thursday
2022484408,2016-04-07,April,Thursday,18247,13.8,13.8,0.0,7.1,2.2,4.5,0.0,72,62,252,1054,3021,Thursday
2026352035,2016-04-07,April,Thursday,2767,1.7,1.7,0.0,0.0,0.0,1.7,0.0,0,0,170,673,1392,Thursday
2320127002,2016-04-07,April,Thursday,1846,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0,0,93,1347,1508,Thursday
2347167796,2016-04-07,April,Thursday,10320,6.8,6.8,0.0,0.7,1.2,4.9,0.0,15,32,315,1002,2338,Thursday
2873212765,2016-04-07,April,Thursday,9353,6.3,6.3,0.0,0.4,0.7,5.2,0.0,5,17,363,1055,2035,Thursday
3372868164,2016-04-07,April,Thursday,7392,5.1,5.1,0.0,0.9,0.2,4.1,0.02,14,9,332,1085,2038,Thursday
3977333714,2016-04-07,April,Thursday,8422,5.6,5.6,0.0,0.0,3.6,2.0,0.0,0,81,139,815,1431,Thursday
4020332650,2016-04-07,April,Thursday,6581,4.7,4.7,0.0,0.0,0.3,4.4,0.0,0,8,241,1191,3032,Thursday
4057192912,2016-04-07,April,Thursday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1778,Thursday
4319703577,2016-04-07,April,Thursday,9130,6.2,6.2,0.0,0.5,0.4,5.3,0.0,7,11,304,668,2236,Thursday
4445114986,2016-04-07,April,Thursday,6667,4.6,4.6,0.0,2.0,0.1,2.5,0.0,24,1,208,939,2335,Thursday
4558609924,2016-04-07,April,Thursday,7998,5.3,5.3,0.0,0.5,0.3,4.5,0.0,27,12,296,1105,2235,Thursday
4702921684,2016-04-07,April,Thursday,6585,5.3,5.3,0.0,0.0,0.0,5.3,0.0,0,0,210,770,2822,Thursday
5553957443,2016-04-07,April,Thursday,15444,10.1,10.1,0.0,3.3,1.7,5.1,0.0,51,39,243,731,2249,Thursday
5577150313,2016-04-07,April,Thursday,4499,3.4,3.4,0.0,0.9,0.3,2.2,0.0,31,11,146,756,2775,Thursday
6117666160,2016-04-07,April,Thursday,4853,3.7,3.7,0.0,0.0,0.0,3.7,0.0,0,0,156,770,1903,Thursday
6290855005,2016-04-07,April,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060,Thursday
6391747486,2016-04-07,April,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1822,Thursday
6775888955,2016-04-07,April,Thursday,13987,10.0,10.0,0.0,2.9,3.3,3.8,0.0,46,114,250,739,3856,Thursday
6962181067,2016-04-07,April,Thursday,13417,9.6,8.9,1.926301956,3.4,1.3,4.9,0.100000001,45,16,284,665,2244,Thursday
7007744171,2016-04-07,April,Thursday,14100,10.6,9.4,4.875989914,5.1,1.2,4.3,0.0,61,33,265,1015,2840,Thursday
7086361926,2016-04-07,April,Thursday,14604,10.8,10.8,0.0,7.2,1.1,2.4,0.029999999,76,30,127,695,2862,Thursday
8053475328,2016-04-07,April,Thursday,17078,13.2,13.2,0.0,10.0,0.2,3.0,0.0,101,6,190,1143,3176,Thursday
8253242879,2016-04-07,April,Thursday,5181,3.4,3.4,0.0,1.0,0.9,1.5,0.01,15,15,107,1303,1776,Thursday
8378563200,2016-04-07,April,Thursday,9725,7.7,7.7,2.253081083,2.4,0.5,4.8,0.0,83,11,181,670,3839,Thursday
8583815059,2016-04-07,April,Thursday,2816,2.2,2.2,0.0,0.0,0.0,2.2,0.0,0,0,138,1302,2437,Thursday
8792009665,2016-04-07,April,Thursday,1291,0.8,0.8,0.0,0.0,0.0,0.8,0.0,0,0,77,888,1961,Thursday
8877689391,2016-04-07,April,Thursday,10910,8.4,8.4,0.0,3.0,0.4,5.0,0.0,32,11,212,1185,2947,Thursday
1503960366,2016-04-08,April,Friday,12521,7.9,7.9,0.0,3.3,0.9,3.7,0.0,46,22,212,1160,1895,Friday
1624580081,2016-04-08,April,Friday,6344,4.1,4.1,0.0,0.0,0.0,4.1,0.0,0,0,143,1297,1409,Friday
1644430081,2016-04-08,April,Friday,7842,5.7,5.7,0.0,0.5,2.4,2.8,0.0,7,43,161,1229,2928,Friday
1844505072,2016-04-08,April,Friday,5316,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0,0,221,1219,1824,Friday
1927972279,2016-04-08,April,Friday,519,0.4,0.4,0.0,0.0,0.0,0.4,0.0,0,0,34,1406,2088,Friday
2022484408,2016-04-08,April,Friday,13023,9.3,9.3,0.0,3.2,0.6,5.5,0.0,40,12,296,1092,2577,Friday
2026352035,2016-04-08,April,Friday,3762,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0,0,173,719,1425,Friday
2320127002,2016-04-08,April,Friday,3417,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0,0,153,1287,1625,Friday
2347167796,2016-04-08,April,Friday,10209,6.8,6.8,0.0,0.2,0.3,6.2,0.0,2,6,316,711,2104,Friday
2873212765,2016-04-08,April,Friday,7157,4.8,4.8,0.0,0.0,0.0,4.8,0.0,0,0,380,1060,1944,Friday
3372868164,2016-04-08,April,Friday,5551,3.8,3.8,0.0,0.0,0.0,3.8,0.01,0,0,282,1158,1815,Friday
3977333714,2016-04-08,April,Friday,10226,6.8,6.8,0.0,0.0,4.4,2.4,0.0,0,101,174,685,1524,Friday
4020332650,2016-04-08,April,Friday,10480,7.5,7.5,0.0,0.4,1.5,5.0,0.039999999,6,37,272,1125,4034,Friday
4057192912,2016-04-08,April,Friday,8426,6.2,6.2,0.0,0.1,5.5,0.5,0.0,2,120,25,1293,2360,Friday
4319703577,2016-04-08,April,Friday,6544,4.4,4.4,0.0,0.3,0.3,3.9,0.0,4,6,276,1132,2069,Friday
4445114986,2016-04-08,April,Friday,5543,3.7,3.7,0.0,0.0,0.0,3.7,0.0,0,0,266,941,2303,Friday
4558609924,2016-04-08,April,Friday,4195,2.8,2.8,0.0,0.0,0.0,2.8,0.0,0,0,241,1199,1778,Friday
4702921684,2016-04-08,April,Friday,8184,6.6,6.6,0.0,0.0,0.6,5.9,0.0,0,15,247,808,2981,Friday
5553957443,2016-04-08,April,Friday,9938,6.5,6.5,0.0,2.1,1.3,3.1,0.0,38,24,193,767,2019,Friday
5577150313,2016-04-08,April,Friday,4363,3.3,3.3,0.0,0.1,0.1,3.1,0.0,8,2,156,813,2486,Friday
6117666160,2016-04-08,April,Friday,8955,6.8,6.8,0.0,0.0,0.0,6.7,0.0,0,0,422,1018,2482,Friday
6290855005,2016-04-08,April,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060,Friday
6391747486,2016-04-08,April,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1820,Friday
6775888955,2016-04-08,April,Friday,4131,3.0,3.0,0.0,1.4,0.6,1.0,0.0,27,30,75,1308,2584,Friday
6962181067,2016-04-08,April,Friday,14400,10.9,9.5,5.45686388,2.5,2.9,5.5,0.0,27,37,276,697,2188,Friday
7007744171,2016-04-08,April,Friday,12627,9.6,8.4,4.842319965,4.7,0.7,4.2,0.0,54,22,301,1063,2871,Friday
7086361926,2016-04-08,April,Friday,9634,6.5,6.5,0.0,2.5,1.4,2.6,0.0,50,48,140,797,2752,Friday
8053475328,2016-04-08,April,Friday,11693,9.5,9.5,0.0,6.8,0.3,2.5,0.0,60,6,153,1221,2790,Friday
8253242879,2016-04-08,April,Friday,12026,9.1,9.1,0.0,5.7,0.9,2.5,0.0,47,13,150,1230,2162,Friday
8378563200,2016-04-08,April,Friday,8350,6.6,6.6,2.092147112,1.5,0.5,4.6,0.0,72,10,167,868,3713,Friday
8583815059,2016-04-08,April,Friday,1408,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0,0,79,1052,1814,Friday
8792009665,2016-04-08,April,Friday,1467,0.9,0.9,0.0,0.1,0.2,0.6,0.0,2,8,71,912,1953,Friday
8877689391,2016-04-08,April,Friday,23014,20.4,20.4,0.0,11.1,0.6,8.6,0.0,70,29,359,982,4196,Friday
1503960366,2016-04-09,April,Saturday,12432,8.1,8.1,0.0,2.6,0.6,4.9,0.0,32,15,248,738,1883,Saturday
1624580081,2016-04-09,April,Saturday,3572,2.3,2.3,0.0,0.0,0.0,2.3,0.029999999,0,0,122,1318,1370,Saturday
1644430081,2016-04-09,April,Saturday,13840,10.1,10.1,0.0,1.3,3.7,5.0,0.0,18,81,192,1149,3290,Saturday
1844505072,2016-04-09,April,Saturday,4979,3.3,3.3,0.0,0.0,0.0,3.3,0.0,0,0,184,620,1807,Saturday
1927972279,2016-04-09,April,Saturday,2523,1.8,1.8,0.0,0.0,0.4,1.4,0.0,0,9,134,1250,2443,Saturday
2022484408,2016-04-09,April,Saturday,16267,12.6,12.6,0.0,5.8,0.5,6.4,0.0,44,16,302,1078,2811,Saturday
2026352035,2016-04-09,April,Saturday,3098,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0,0,185,700,1413,Saturday
2320127002,2016-04-09,April,Saturday,4863,3.3,3.3,0.0,0.1,0.4,2.8,0.0,1,11,208,1220,1772,Saturday
2347167796,2016-04-09,April,Saturday,16081,10.6,10.6,0.0,1.3,1.8,7.6,0.0,16,32,401,970,2488,Saturday
2873212765,2016-04-09,April,Saturday,14103,9.6,9.6,0.0,3.0,0.4,6.1,0.01,46,8,288,1098,2257,Saturday
3372868164,2016-04-09,April,Saturday,8827,6.3,6.3,0.0,1.8,0.5,4.0,0.01,21,10,346,1063,2062,Saturday
3977333714,2016-04-09,April,Saturday,14583,9.8,9.8,0.0,2.5,1.7,5.5,0.0,35,36,254,697,1697,Saturday
4020332650,2016-04-09,April,Saturday,7734,5.6,5.6,0.0,1.2,0.5,3.8,0.059999999,20,12,223,1185,3264,Saturday
4057192912,2016-04-09,April,Saturday,1650,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0,0,60,1380,1952,Saturday
4319703577,2016-04-09,April,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,Saturday
4445114986,2016-04-09,April,Saturday,4195,2.8,2.8,0.0,0.0,0.0,2.8,0.0,0,0,239,758,2210,Saturday
4558609924,2016-04-09,April,Saturday,5512,3.6,3.6,0.0,0.0,0.0,3.6,0.0,0,0,276,1164,1882,Saturday
4702921684,2016-04-09,April,Saturday,14002,11.4,11.4,0.0,0.6,2.7,8.1,0.0,8,56,381,407,3597,Saturday
5553957443,2016-04-09,April,Saturday,4599,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,176,578,1692,Saturday
5577150313,2016-04-09,April,Saturday,10494,7.8,7.8,0.0,4.9,0.8,2.2,0.0,123,62,138,601,3817,Saturday
6117666160,2016-04-09,April,Saturday,10789,8.1,8.1,0.0,0.0,0.0,8.1,0.0,0,0,506,413,2617,Saturday
6290855005,2016-04-09,April,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2060,Saturday
6391747486,2016-04-09,April,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,198,251,Saturday
6775888955,2016-04-09,April,Saturday,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,601,787,Saturday
6962181067,2016-04-09,April,Saturday,12495,8.3,8.3,0.0,2.2,1.1,5.0,0.0,33,19,324,609,2231,Saturday
7007744171,2016-04-09,April,Saturday,10345,6.9,6.9,0.0,0.1,0.3,6.6,0.0,2,6,358,1074,2613,Saturday
7086361926,2016-04-09,April,Saturday,7338,4.7,4.7,0.0,1.1,0.1,3.5,0.0,27,5,204,717,2519,Saturday
8053475328,2016-04-09,April,Saturday,11159,9.1,9.1,0.0,6.7,0.3,2.2,0.0,59,6,120,1255,2715,Saturday
8253242879,2016-04-09,April,Saturday,5360,3.5,3.5,0.0,0.5,1.5,1.5,0.0,8,28,148,1256,1832,Saturday
8378563200,2016-04-09,April,Saturday,2240,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0,0,110,843,2606,Saturday
8792009665,2016-04-09,April,Saturday,1022,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0,0,63,739,1890,Saturday
8877689391,2016-04-09,April,Saturday,16470,8.1,8.1,0.0,0.0,0.0,8.0,0.0,90,9,289,1052,3841,Saturday
1503960366,2016-04-10,April,Sunday,10057,7.0,7.0,0.0,4.0,0.5,2.5,0.0,44,13,168,737,1755,Sunday
1624580081,2016-04-10,April,Sunday,3910,2.5,2.5,0.0,0.5,0.3,1.8,0.01,7,7,186,1240,1555,Sunday
1644430081,2016-04-10,April,Sunday,1329,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,35,207,489,Sunday
1844505072,2016-04-10,April,Sunday,6556,4.3,4.3,0.0,0.0,0.0,4.3,0.0,0,0,305,810,1971,Sunday
1927972279,2016-04-10,April,Sunday,2105,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,139,805,2442,Sunday
2022484408,2016-04-10,April,Sunday,10005,7.0,7.0,0.0,0.1,1.0,5.9,0.0,1,23,339,1077,2458,Sunday
2026352035,2016-04-10,April,Sunday,5142,3.2,3.2,0.0,0.0,0.0,3.2,0.0,0,0,230,654,1515,Sunday
2320127002,2016-04-10,April,Sunday,2277,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,103,1337,1530,Sunday
2347167796,2016-04-10,April,Sunday,10078,6.8,6.8,0.0,1.0,0.1,5.7,0.0,12,3,303,463,2164,Sunday
2873212765,2016-04-10,April,Sunday,5290,3.5,3.5,0.0,0.0,0.3,3.2,0.0,1,8,251,1180,1724,Sunday
3372868164,2016-04-10,April,Sunday,4662,3.2,3.2,0.0,1.0,0.2,2.0,0.0,22,4,152,735,1276,Sunday
3977333714,2016-04-10,April,Sunday,3573,2.4,2.4,0.0,0.9,0.4,1.0,0.0,15,8,99,866,1232,Sunday
4020332650,2016-04-10,April,Sunday,5129,3.7,3.7,0.0,0.2,0.2,3.2,0.01,5,7,176,1178,2817,Sunday
4057192912,2016-04-10,April,Sunday,3434,2.5,2.5,0.0,0.1,0.3,2.1,0.0,1,7,108,1324,2101,Sunday
4445114986,2016-04-10,April,Sunday,6625,4.4,4.4,0.0,0.0,0.0,4.4,0.0,0,0,316,755,2424,Sunday
4558609924,2016-04-10,April,Sunday,6263,4.1,4.1,0.0,0.0,0.0,4.1,0.0,0,0,290,1150,1906,Sunday
4702921684,2016-04-10,April,Sunday,11135,9.0,9.0,0.0,0.1,1.2,7.8,0.0,1,25,331,528,3224,Sunday
5553957443,2016-04-10,April,Sunday,5594,3.7,3.7,0.0,0.3,1.5,1.9,0.0,4,25,150,552,1712,Sunday
5577150313,2016-04-10,April,Sunday,9776,7.4,7.4,0.0,2.9,1.4,3.0,0.0,80,35,162,721,3378,Sunday
6117666160,2016-04-10,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,Sunday
6290855005,2016-04-10,April,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,494,735,Sunday
6962181067,2016-04-10,April,Sunday,10148,6.7,6.7,0.0,1.4,0.2,5.1,0.0,19,7,306,679,2100,Sunday
7007744171,2016-04-10,April,Sunday,10146,6.8,6.8,0.0,0.1,0.6,6.1,0.0,1,12,397,1030,2700,Sunday
7086361926,2016-04-10,April,Sunday,569,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0,0,27,1368,1799,Sunday
8053475328,2016-04-10,April,Sunday,10118,7.7,7.7,0.0,3.0,0.8,3.9,0.0,30,18,207,1185,2684,Sunday
8253242879,2016-04-10,April,Sunday,2545,1.7,1.7,0.0,0.0,0.0,1.7,0.02,0,0,126,1314,1657,Sunday
8378563200,2016-04-10,April,Sunday,2631,2.1,2.1,0.0,0.0,0.0,2.1,0.0,0,0,117,727,2624,Sunday
8792009665,2016-04-10,April,Sunday,4605,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,179,1261,2253,Sunday
8877689391,2016-04-10,April,Sunday,28497,27.5,27.5,0.0,21.9,1.1,4.5,0.0,128,46,211,1055,4526,Sunday
1503960366,2016-04-11,April,Monday,10990,7.3,7.3,0.0,2.0,0.6,4.7,0.0,26,14,216,855,1811,Monday
1624580081,2016-04-11,April,Monday,10000,6.5,6.5,0.0,0.0,0.0,6.5,0.0,0,0,172,1268,1469,Monday
1844505072,2016-04-11,April,Monday,5430,3.6,3.6,0.0,0.0,0.0,3.6,0.0,0,0,251,1189,1888,Monday
1927972279,2016-04-11,April,Monday,1209,0.8,0.8,0.0,0.0,0.0,0.8,0.0,0,0,73,842,2255,Monday
2022484408,2016-04-11,April,Monday,10106,7.1,7.1,0.0,1.2,0.6,5.3,0.0,41,16,272,1111,2568,Monday
2026352035,2016-04-11,April,Monday,3279,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0,0,164,694,1405,Monday
2320127002,2016-04-11,April,Monday,11230,7.7,7.7,0.0,0.9,0.1,6.7,0.0,10,2,390,1038,2206,Monday
